userID,A,B
3691,14553,994
3692,19894,18246
3693,28117,243
3694,17592,13958
3695,3696,71999
3696,2097,9731
3697,34510,18390
3698,2374,6965
3699,14773,11031
3700,23838,29572
3701,30948,13322
3702,7094,1058
3703,25761,2645
3704,2273,2221
3705,29793,20524
3706,16377,29670
3707,74007,54267
3708,2925,6509
3709,39467,25805
3710,89051,171403
3711,824795,15132
3712,2743,2361
3713,3126,9143
3714,396,28272
3715,43201,29572
3716,27588,6246
3717,33375,24593
3718,45797,10337
3719,33908,43791
3720,15891,61084
3721,21681,301
3722,7157,4116
3723,17856,72411
3724,20260,4972
3725,21580,106470
3726,20260,11428
3727,20032,77961
3728,18182,44021
3729,7242,37830
3730,7847,6198
3731,28161,32389
3732,21681,52013
3733,7364,12064
3734,1133,3052
3735,12243,4670
3736,41493,68784
3737,3300,11399
3738,56804,67724
3739,5909,14057
3740,10916,5577
3741,324,251
3742,19879,3546
3743,61638,6094
3744,7300,6220
3745,18317,10952
3746,6745,10005
3747,2785,3546
3748,320410,19953
3749,30133,9544
3750,1979,301
3751,46803,7680
3752,3734,22413
3753,14217,14780
3754,3538,1234
3755,65670,43703
3756,8635,125148
3757,25572,8120
3758,66379,34234
3759,13598,13958
3760,32385,11056
3761,22150,14010
3762,15060,58140
3763,23095,135771
3764,25,642
3765,23365,414
3766,13321,89282
3767,26714,602
3768,105333,5976
3769,50459,23011
3770,12390,25
3771,19528,426
3772,62361,140996
3773,21681,93631
3774,7821,13770
3775,133,4350
3776,17844,114821
3777,17757,71706
3778,6175,434
3779,700,2771
3780,9128,3502
3781,8769,16373
3782,40852,59345
3783,17597,12137
3784,67317,40919
3785,8578,25809
3786,17,12998
3787,51936,80103
3788,4103,7508
3789,25686,38403
3790,213,2625
3791,32066,1892
3792,41435,15584
3793,12437,48927
3794,24607,2580
3795,38702,3486
3796,76,37830
3797,17757,71706
3798,28484,12825
3799,15060,58140
3800,46803,7680
3801,11710,25805
3802,4701,6758
3803,13678,1405
3804,36371,33193
3805,28161,32389
3806,20260,11428
3807,7157,4116
3808,3300,11399
3809,20032,77961
3810,20260,4972
3811,1853,149
3812,62361,28204
3813,905,2322
3814,15456,17152
3815,13003,9953
3816,45797,10337
3817,3728,4977
3818,1629,10021
3819,5360,1312
3820,17856,72411
3821,17187,13435
3822,36598,76004
3823,13066,536
3824,1562,16415
3825,370119,15132
3826,21693,10612
3827,72382,132
3828,17339,17899
3829,51115,39668
3830,61561,14276
3831,5109,3073
3832,14111,2533
3833,9587,28839
3834,970,3420
3835,2922,7652
3836,64378,34973
3837,7916,19780
3838,19183,33820
3839,25552,240
3840,25520,10612
3841,14832,17995
3842,8181,24198
3843,390,8165
3844,14217,14780
3845,31388,4663
3846,35540,21311
3847,108028,8443
3848,4146,15489
3849,29583,5217
3850,39996,26344
3851,18507,602
3852,399,29514
3853,89985,24346
3854,287993,4424
3855,252754,151341
3856,58720,156267
3857,5996,41806
3858,59433,734
3859,11327,20569
3860,5842,2559
3861,1790,26144
3862,152398,39668
3863,12502,47359
3864,34880,6976
3865,43710,28204
3866,66288,39668
3867,39419,34573
3868,1684,21204
3869,635,13165
3870,68876,348486
3871,213220,41712
3872,26270,91905
3873,19219,12455
3874,44328,47459
3875,34256,29469
3876,1637,37646
3877,7242,37830
3878,41818,1007
3879,12865,4900
3880,8921,155082
3881,2574,19041
3882,1559,1969
3883,125100,12218
3884,7945,13618
3885,22790,34125
3886,42039,23384
3887,211235,731590
3888,11426,3329
3889,28933,12462
3890,19999,4925
3891,63201,2792
3892,1926,16633
3893,50355,25428
3894,8246,7385
3895,46837,787
3896,93794,52546
3897,42725,29572
3898,65670,43703
3899,8635,125148
3900,10256,9234
3901,26527,31116
3902,11769,33743
3903,9372,8867
3904,22772,40090
3905,59864,358066
3906,33939,10185
3907,6150,5753
3908,103579,27468
3909,2812,1227
3910,6548,26616
3911,62731,121957
3912,173182,17814
3913,23019,24132
3914,58185,15042
3915,48698,7683
3916,127067,92096
3917,68876,506433
3918,269259,114655
3919,159545,64937
3920,56582,1210
3921,58005,41679
3922,15893,369045
3923,3250,546
3924,5545,13958
3925,26270,6885
3926,49741,5391
3927,234801,42442
3928,44764,25084
3929,20470,2692
3930,829691,358066
3931,3756,5001
3932,118763,1606
3933,3852,4298
3934,197106,15630
3935,140912,15266
3936,17891,715
3937,1221,38310
3938,107528,75256
3939,10256,18873
3940,67867,21349
3941,102907,37571
3942,81477,45343
3943,23612,8094
3944,2512,4782
3945,38933,32098
3946,50705,76265
3947,66096,4963
3948,14664,49392
3949,9729,70020
3950,3819,39668
3951,5680,24417
3952,71950,28775
3953,52136,93604
3954,4253,14276
3955,14664,1213
3956,22893,188930
3957,36220,3430
3958,203,13179
3959,190609,24292
3960,8218,10802
3961,5109,1169
3962,6311,1118
3963,174828,92096
3964,4024,46962
3965,31545,25084
3966,11566,157730
3967,22531,2322
3968,74218,111994
3969,7092,11244
3970,103579,53820
3971,14208,26817
3972,66288,9598
3973,19664,16591
3974,71872,9711
3975,57431,19482
3976,2236,18445
3977,90669,47533
3978,21681,28352
3979,15732,1396
3980,32081,7614
3981,66096,3623
3982,18259,51565
3983,37597,4298
3984,22641,6091
3985,17098,4619
3986,1809,19066
3987,13066,34125
3988,85034,27972
3989,51605,23316
3990,73338,234695
3991,50613,17196
3992,3791,8691
3993,50753,31695
3994,28896,25084
3995,52519,9854
3996,141461,35401
3997,21043,5954
3998,26587,44709
3999,24130,70606
4000,252754,295483
4001,34880,10194
4002,31106,21092
4003,36533,70005
4004,21681,2861
4005,30167,8780
4006,20669,10847
4007,12235,7651
4008,132,444
4009,348410,165621
4010,54963,21976
4011,58493,47836
4012,187038,241800
4013,52439,14944
4014,12412,22453
4015,26959,4925
4016,39561,28141
4017,14749,19161
4018,36339,11034
4019,236041,101952
4020,25330,5929
4021,72168,94741
4022,3554,298
4023,36374,70102
4024,18881,7461
4025,128791,52546
4026,12803,14125
4027,38020,39280
4028,3713,11799
4029,30368,15891
4030,123189,21581
4031,26928,15502
4032,41341,17357
4033,43,4284
4034,108756,50776
4035,8825,1002
4036,292,56260
4037,4022,3686
4038,12412,4309
4039,103579,163928
4040,33522,6923
4041,6311,1425
4042,46439,20056
4043,28997,64745
4044,37424,67567
4045,13696,38819
4046,102591,14509
4047,18242,71291
4048,24130,153176
4049,62810,11296
4050,9460,1263
4051,5243,6923
4052,15893,142448
4053,22893,15891
4054,15291,21579
4055,252754,142448
4056,397451,318369
4057,804588,424983
4058,4288,6829
4059,3780,50015
4060,11710,4009
4061,17123,75494
4062,89350,48588
4063,19781,6331
4064,24130,158311
4065,131281,559204
4066,74161,188930
4067,5243,6923
4068,72784,5539
4069,1310,906
4070,13003,13815
4071,20451,8456
4072,14818,15320
4073,75243,23238
4074,2220,4960
4075,17557,20405
4076,96805,14419
4077,12384,8663
4078,380367,61618
4079,220,3861
4080,10369,18846
4081,3550,36209
4082,101397,29572
4083,62906,15891
4084,31545,25084
4085,1947,7478
4086,2372,4298
4087,294688,364819
4088,7638,2353
4089,305,17088
4090,1876,9111
4091,49810,60501
4092,42679,25977
4093,2963,18305
4094,1399,22193
4095,3122,5692
4096,633,42107
4097,9514,6934
4098,36869,35619
4099,81228,2471
4100,209197,201653
4101,22893,107138
4102,1947,7478
4103,45516,21535
4104,5468,701
4105,35520,21833
4106,136540,22190
4107,4391,30324
4108,52980,16026
4109,169,16857
4110,24773,74623
4111,134874,34973
4112,7351,24089
4113,228767,81531
4114,7257,8618
4115,21064,2933
4116,12176,19955
4117,79028,107439
4118,14229,24534
4119,33151,13342
4120,1790,3658
4121,15040,21867
4122,3686,36304
4123,12455,2147
4124,21681,36322
4125,99611,6396
4126,7351,33854
4127,3480,22074
4128,12412,8094
4129,3773,2791
4130,25264,14771
4131,10958,34853
4132,21000,39311
4133,30115,8561
4134,20480,72454
4135,1612,270
4136,8940,9895
4137,46936,195537
4138,2289,87377
4139,52017,2471
4140,50636,1822
4141,34880,53342
4142,358,17267
4143,33212,20056
4144,14626,4925
4145,84044,16480
4146,16280,9006
4147,42371,42225
4148,21683,15891
4149,190990,20056
4150,19937,5083
4151,5171,22700
4152,4057,19855
4153,3302,3106
4154,119886,6442
4155,61525,97524
4156,4249,2392
4157,98348,57167
4158,20678,15891
4159,3837,13846
4160,31179,13958
4161,12355,15085
4162,41418,41807
4163,21681,7733
4164,157549,104035
4165,23705,8559
4166,33170,339
4167,14820,89857
4168,18616,20483
4169,43577,2791
4170,10541,7229
4171,48924,59273
4172,12986,60883
4173,9762,21763
4174,27269,5883
4175,24217,20159
4176,6311,12646
4177,33444,75234
4178,85146,63604
4179,22708,8343
4180,980,38184
4181,3112,1255
4182,1134,9627
4183,5024,7376
4184,43198,64410
4185,187,25959
4186,73563,43526
4187,1996,11531
4188,6286,36322
4189,4473,43536
4190,10647,1564
4191,12982,69398
4192,34880,2480
4193,132687,469480
4194,131486,6505
4195,55028,23584
4196,13369,1333
4197,26590,9498
4198,1573,10337
4199,15608,61689
4200,3165,77149
4201,18521,715
4202,7365,24648
4203,24742,50026
4204,6504,2156
4205,131486,6505
4206,584,33743
4207,10958,1522
4208,13750,9905
4209,38383,40571
4210,132554,74649
4211,12412,26172
4212,11200,22410
4213,1211,166938
4214,7351,4249
4215,21516,35474
4216,193694,39280
4217,952,26042
4218,2017,2603
4219,5330,375
4220,6345,78840
4221,25682,17173
4222,3726,8041
4223,414,10645
4224,7827,4335
4225,1996,11531
4226,10522,30948
4227,18563,79678
4228,2000,30948
4229,9751,1169
4230,44762,17548
4231,6286,67269
4232,13922,2327
4233,8464,1234
4234,44762,17548
4235,70152,2019
4236,19321,25690
4237,33954,3750
4238,8370,6852
4239,11552,3264
4240,18315,10165
4241,1206,906
4242,15575,42155
4243,14124,144763
4244,23337,156267
4245,21681,62026
4246,23023,4065
4247,36324,98465
4248,980,38184
4249,3198,58980
4250,1441,9327
4251,17864,1703
4252,49438,16645
4253,17717,9214
4254,1373,3601
4255,1285,10025
4256,8379,54793
4257,47186,997
4258,28150,102314
4259,6059,2186
4260,18666,134112
4261,15249,27343
4262,629,7459
4263,3489,7864
4264,6139,9242
4265,14714,1278
4266,76,20106
4267,29306,114106
4268,17577,38685
4269,86597,6837
4270,36806,18897
4271,6456,3502
4272,69090,13804
4273,36790,10685
4274,92029,25679
4275,2120,3546
4276,79794,53600
4277,63510,101
4278,11360,25607
4279,17006,1775
4280,23095,6359
4281,4297,21356
4282,41945,4752
4283,12986,19542
4284,78354,34109
4285,103995,41648
4286,55508,1892
4287,19719,5457
4288,19896,2814
4289,2031,7461
4290,12390,29902
4291,17757,7409
4292,25701,14687
4293,14664,54669
4294,11392,7244
4295,81923,939
4296,58380,4614
4297,52143,4950
4298,3151,1669
4299,201,46168
4300,3126,5866
4301,3300,34669
4302,1439,18355
4303,17856,62757
4304,82465,19482
4305,16335,19161
4306,21681,28364
4307,9853,3917
4308,3032,1264
4309,1310,116351
4310,87174,54808
4311,50293,15056
4312,414,22837
4313,7046,3546
4314,14991,2727
4315,7587,4049
4316,57436,70583
4317,43558,10791
4318,26719,3606
4319,31312,56611
4320,56291,52749
4321,9200,3546
4322,14626,1278
4323,8379,95382
4324,17856,62757
4325,14664,54669
4326,11392,7244
4327,17757,7409
4328,3023,5327
4329,79794,53600
4330,629,7459
4331,19533,5627
4332,36324,98465
4333,23023,4065
4334,55508,1892
4335,19896,2814
4336,54252,30761
4337,60441,49324
4338,23095,6359
4339,17006,1775
4340,7727,6315
4341,21376,14342
4342,49903,12972
4343,14610,9469
4344,991,27782
4345,25701,14687
4346,1373,3601
4347,23701,1407
4348,30167,39668
4349,13871,1814
4350,9523,115
4351,20747,6965
4352,15635,7376
4353,32940,29489
4354,7024,298
4355,25833,6458
4356,27626,2024
4357,49903,12972
4358,74954,7965
4359,8570,91774
4360,42593,35085
4361,29864,146
4362,6876,1320
4363,22196,6965
4364,16062,50903
4365,74899,76208
4366,4817,950
4367,18692,49754
4368,10453,1656
4369,4100,13578
4370,980,38184
4371,15260,3686
4372,3032,1264
4373,167930,2370
4374,44226,31695
4375,18019,4323
4376,869,7352
4377,40453,50190
4378,9677,24435
4379,50293,35817
4380,101662,125241
4381,42747,28494
4382,29,4774
4383,5730,8561
4384,2868,19592
4385,7094,23320
4386,20982,15891
4387,34775,11671
4388,21688,37830
4389,7024,25805
4390,1790,74496
4391,387188,729651
4392,548,12074
4393,16335,19161
4394,47440,5115
4395,8769,6199
4396,23095,78264
4397,452,37901
4398,34049,24424
4399,20121,3611
4400,44966,3601
4401,62906,81829
4402,165,13508
4403,134872,5961
4404,1731,5457
4405,72798,2631
4406,22675,28373
4407,21681,57108
4408,3333,11047
4409,54591,107439
4410,19015,5099
4411,172216,92996
4412,25074,17212
4413,110905,39357
4414,21681,3103
4415,172986,3546
4416,148,345
4417,38623,8007
4418,18912,4774
4419,23247,25860
4420,148491,132583
4421,104094,23223
4422,8778,4296
4423,25899,16983
4424,335237,75494
4425,34880,10685
4426,89265,29572
4427,143314,73742
4428,216149,547766
4429,26122,11991
4430,2999,54483
4431,15764,15320
4432,82,32969
4433,17201,68518
4434,15161,3584
4435,52519,6797
4436,14664,34337
4437,21681,1228
4438,21401,18873
4439,266,433
4440,103579,25084
4441,19408,24753
4442,43738,9059
4443,23337,73614
4444,2378,40472
4445,50215,118756
4446,35208,109060
4447,9165,20318
4448,4345,984
4449,14468,1599
4450,11090,46239
4451,7094,6837
4452,12698,15025
4453,75303,35492
4454,10895,48588
4455,27718,18071
4456,6182,1752
4457,17757,33271
4458,20724,32787
4459,2801,70072
4460,3913,5426
4461,32582,12092
4462,22641,4704
4463,388,1863
4464,4345,984
4465,414,5045
4466,13756,6422
4467,40266,18981
4468,21681,71664
4469,871,715
4470,10129,47361
4471,2072,2938
4472,34880,10685
4473,36044,6690
4474,29800,1688
4475,3798,1790
4476,7903,5902
4477,24607,1278
4478,10606,122823
4479,16888,11345
4480,10807,6094
4481,1599,11233
4482,34880,10685
4483,42006,47772
4484,31545,13804
4485,15651,92066
4486,7018,26141
4487,1712,7056
4488,44999,15891
4489,8246,10219
4490,45523,38027
4491,66096,27340
4492,48866,26690
4493,24215,2790
4494,19000,24485
4495,20796,104866
4496,3220,381537
4497,4473,15891
4498,7696,15664
4499,38933,9177
4500,21681,17083
4501,1999,7385
4502,3945,128070
4503,21681,40321
4504,42066,90418
4505,42469,11233
4506,59472,46254
4507,66028,3623
4508,14844,17164
4509,11413,2668
4510,3266,39583
4511,20601,47519
4512,3837,18942
4513,13483,976
4514,51877,6965
4515,6941,23320
4516,17119,31944
4517,38545,10289
4518,21681,5902
4519,10807,6094
4520,4473,15891
4521,17015,2889
4522,15879,1396
4523,10906,15030
4524,27075,2471
4525,22009,86279
4526,48896,22517
4527,3837,18942
4528,6670,19665
4529,7342,18161
4530,2414,23517
4531,11627,23611
4532,21681,5902
4533,8715,957
4534,4256,1841
4535,213185,55272
4536,3913,4497
4537,1863,6499
4538,15426,49722
4539,6043,2539
4540,10975,17173
4541,11943,8791
4542,77378,205343
4543,144246,20405
4544,196551,61618
4545,22202,24369
4546,92732,22171
4547,17597,1696
4548,3196,10531
4549,26571,1862
4550,38088,29237
4551,5083,20299
4552,88577,6770
4553,1819,10685
4554,3964,559
4555,22155,23786
4556,19290,12110
4557,39480,15891
4558,13495,25423
4559,5034,32623
4560,180457,50200
4561,22195,217269
4562,56264,23498
4563,5083,10499
4564,66895,56408
4565,3196,10531
4566,241,3546
4567,10590,14043
4568,11799,16406
4569,8624,13123
4570,24450,17575
4571,60118,5684
4572,5464,4327
4573,16884,687
4574,59472,295483
4575,59864,142448
4576,98146,80166
4577,6317,1362
4578,21681,1396
4579,3302,3106
4580,1237,17601
4581,30349,30383
4582,65813,34973
4583,433992,22928
4584,12830,64745
4585,3298,33925
4586,3769,5878
4587,3964,559
4588,8258,22661
4589,5472,9407
4590,29522,27607
4591,3302,3106
4592,15249,46492
4593,8246,85231
4594,3960,18065
4595,775375,34973
4596,20451,15891
4597,82274,3267
4598,85893,3496
4599,9231,7385
4600,15780,74623
4601,107872,162245
4602,11886,12904
4603,74114,358066
4604,103579,1735
4605,34880,75735
4606,60340,6331
4607,13859,1232
4608,19287,215689
4609,43855,45573
4610,500,276
4611,15249,46492
4612,19787,7474
4613,5404,20508
4614,26526,15891
4615,40771,11215
4616,19290,11169
4617,10256,24207
4618,15011,18597
4619,6706,137
4620,54100,13021
4621,2273,45621
4622,25569,113753
4623,7280,15891
4624,21681,11513
4625,8834,863
4626,25907,103270
4627,109879,15891
4628,38027,210289
4629,6338,6965
4630,97629,15891
4631,6317,1362
4632,5424,17565
4633,22893,9258
4634,7589,29572
4635,46764,2222
4636,1996,2388
4637,37767,15132
4638,70465,8343
4639,10256,12468
4640,6918,33003
4641,53491,6442
4642,12790,17197
4643,119886,6442
4644,3368,25084
4645,2299,23589
4646,1925,1677
4647,5760,8093
4648,12412,15891
4649,5014,9059
4650,54634,116745
4651,34880,1680
4652,938,15891
4653,51029,285
4654,2833,15891
4655,81923,40472
4656,76405,17359
4657,59169,64745
4658,22893,541147
4659,6338,25636
4660,156851,295483
4661,24130,25159
4662,1207,5572
4663,7157,22171
4664,16697,9120
4665,24130,29572
4666,66595,44306
4667,43643,13804
4668,26344,8171
4669,21732,1642
4670,9323,25636
4671,90952,9030
4672,34880,56572
4673,7012,1083
4674,5924,30690
4675,33656,46415
4676,16723,24435
4677,91368,9096
4678,17245,19567
4679,9982,6837
4680,44944,15891
4681,21002,11294
4682,23095,4749
4683,27694,38064
4684,7254,3885
4685,144246,25653
4686,79839,151112
4687,36817,161770
4688,18697,7516
4689,156345,34078
4690,13003,22974
4691,1588,8544
4692,13003,14967
4693,3956,39384
4694,13331,8544
4695,1619,6837
4696,1870,49408
4697,46936,17601
4698,10146,8631
4699,16441,863
4700,93458,22837
4701,19139,22434
4702,9704,1376
4703,20710,22525
4704,13003,76296
4705,75744,11920
4706,8531,592
4707,13003,22974
4708,37954,16225
4709,6311,9032
4710,25017,11547
4711,8122,4066
4712,10541,10966
4713,6401,17517
4714,857,12975
4715,25054,3665
4716,10767,33978
4717,2872,26907
4718,2538,9854
4719,130043,94761
4720,25562,28450
4721,3325,6074
4722,2516,7861
4723,502,4758
4724,48987,3967
4725,2312,2410
4726,425,12088
4727,6970,6718
4728,4249,62508
4729,590,320
4730,22464,32038
4731,5268,21788
4732,1421,3546
4733,5140,10203
4734,14217,7119
4735,6320,3546
4736,6112,391
4737,11527,8747
4738,5556,6947
4739,8059,298
4740,7097,9178
4741,3112,9480
4742,13868,11701
4743,250,9427
4744,2579,67
4745,3763,47149
4746,23095,56275
4747,795,17660
4748,7545,9478
4749,23523,11751
4750,12082,18771
4751,14197,39014
4752,32044,22700
4753,12875,4552
4754,3528,29961
4755,28764,12107
4756,870,12500
4757,30187,24211
4758,8233,7056
4759,21681,34
4760,104311,19969
4761,1129,13407
4762,21763,15209
4763,22326,18988
4764,7097,9178
4765,1483,12160
4766,76452,55713
4767,11210,7802
4768,14911,12500
4769,120846,30282
4770,37286,4818
4771,84814,6937
4772,4033,3512
4773,817,5868
4774,37993,5037
4775,11187,9729
4776,29,14490
4777,2822,10298
4778,46802,18858
4779,6565,199
4780,5292,14284
4781,10322,9788
4782,50293,34790
4783,25769,9240
4784,6735,48554
4785,213,594
4786,21681,19074
4787,639,4528
4788,2887,13984
4789,34669,4528
4790,823,24555
4791,60380,7244
4792,4972,22397
4793,45764,41975
4794,12390,60991
4795,27159,22360
4796,5330,3695
4797,21681,94
4798,3239,3746
4799,71687,17642
4800,21681,2255
4801,38,7053
4802,19841,1354
4803,18183,74688
4804,17262,8356
4805,1819,3546
4806,4206,1720
4807,55734,30171
4808,62856,3132
4809,98,78264
4810,14664,3029
4811,80965,37228
4812,4668,3874
4813,8225,42878
4814,7267,81166
4815,19789,13523
4816,54454,17835
4817,29931,18570
4818,3904,9905
4819,41417,27180
4820,9949,18065
4821,19082,22913
4822,18936,5660
4823,7811,3359
4824,213,6331
4825,4871,13058
4826,19778,28220
4827,953,5045
4828,5809,11774
4829,77106,53164
4830,5809,18612
4831,12130,3296
4832,14925,16947
4833,3135,6976
4834,6112,391
4835,22474,9062
4836,16150,12850
4837,10767,47255
4838,18183,113125
4839,14197,483
4840,2822,12051
4841,23636,11146
4842,8059,298
4843,17597,54782
4844,16812,41205
4845,24511,37652
4846,6115,21731
4847,32044,22700
4848,12906,4552
4849,28764,12107
4850,10146,8631
4851,1978,14173
4852,20762,51812
4853,2909,2332
4854,9677,3568
4855,857,12975
4856,5140,10203
4857,84449,26907
4858,7545,9478
4859,8447,11877
4860,20260,19810
4861,11938,14276
4862,8233,7056
4863,6262,1697
4864,79309,20056
4865,40125,41812
4866,5628,15392
4867,12751,7930
4868,308627,20056
4869,143598,16714
4870,4891,2577
4871,69049,46346
4872,55264,7087
4873,49702,141093
4874,21533,1210
4875,17757,7409
4876,59472,39668
4877,31177,47149
4878,9658,36554
4879,10428,2480
4880,28716,39668
4881,33666,31523
4882,99611,2471
4883,2101,435
4884,19044,15891
4885,10153,46388
4886,2366,1320
4887,20601,17172
4888,25797,48167
4889,33194,1916
4890,213,6331
4891,1169,163450
4892,14217,14780
4893,17748,10272
4894,66231,28450
4895,590,61704
4896,4732,8325
4897,6876,71210
4898,2848,18976
4899,32159,32131
4900,8293,7614
4901,21763,15209
4902,7334,564
4903,45,167819
4904,12930,4544
4905,39135,15891
4906,4249,191911
4907,1097,10290
4908,541587,30540
4909,33519,7118
4910,268958,36492
4911,3867,18093
4912,3867,211452
4913,30478,19341
4914,4306,8561
4915,914,866
4916,33666,55316
4917,88483,332265
4918,6338,76146
4919,40131,140782
4920,165836,355999
4921,58138,1206
4922,16161,3307
4923,8278,616
4924,21042,8949
4925,41170,31310
4926,21382,1206
4927,61678,2471
4928,8278,616
4929,3152,56925
4930,6993,33271
4931,8049,22750
4932,13424,6650
4933,36339,16046
4934,5140,4975
4935,89,1689
4936,10377,22453
4937,58128,7409
4938,9089,2545
4939,854,26252
4940,19362,24544
4941,4975,63216
4942,63201,40561
4943,38,7053
4944,38484,751
4945,1893,3892
4946,1236,28668
4947,60082,27903
4948,2705,6220
4949,21681,30697
4950,148,345
4951,3703,70927
4952,10967,144513
4953,29828,4323
4954,20140,3546
4955,112534,59757
4956,25734,24544
4957,69179,42201
4958,262430,179244
4959,5148,65799
4960,37169,46706
4961,2540,1990
4962,5987,2154
4963,49888,29572
4964,32038,35516
4965,3857,17518
4966,49169,60289
4967,5022,2687
4968,799,3920
4969,49571,34219
4970,156851,318962
4971,82904,195184
4972,26276,87885
4973,10430,189927
4974,529,7448
4975,9832,65304
4976,46837,39668
4977,8949,51871
4978,6075,31152
4979,2031,1754
4980,109171,29572
4981,6789,9506
4982,16229,1345
4983,20675,2245
4984,11509,38964
4985,34577,34823
4986,573,5046
4987,15573,17818
4988,97517,3546
4989,19810,7502
4990,773,6837
4991,1559,3420
4992,7284,52974
4993,817,23249
4994,36339,99721
4995,21681,34496
4996,2435,11912
4997,234886,171416
4998,24075,906
4999,1790,10442
5000,9423,21518
5001,638,7134
5002,1819,33552
5003,9648,29596
5004,445285,58851
5005,15551,19441
5006,9486,1894
5007,31073,30466
5008,20909,22453
5009,23054,11277
5010,16733,26816
5011,12729,9811
5012,72662,75901
5013,42337,15891
5014,28186,29744
5015,3894,15500
5016,8280,29572
5017,31545,11233
5018,14611,34683
5019,1819,9759
5020,999,16198
5021,108645,234168
5022,33609,21198
5023,2865,5884
5024,5175,8834
5025,3990,6599
5026,3809,10584
5027,119745,3513
5028,134330,243867
5029,13694,14329
5030,11710,2916
5031,11038,14030
5032,6652,902
5033,85041,57458
5034,9423,51812
5035,29,5929
5036,4761,1210
5037,42755,5901
5038,7191,53186
5039,47670,23320
5040,48238,16827
5041,160133,254624
5042,15707,37830
5043,59024,2471
5044,102065,9120
5045,334472,157006
5046,9388,226
5047,6838,13868
5048,100488,39280
5049,23,15891
5050,525129,201653
5051,54267,8326
5052,24522,141020
5053,35911,95373
5054,18835,3780
5055,2031,154
5056,12066,4364
5057,20610,75494
5058,24558,4258
5059,9063,10729
5060,1246,21247
5061,1920,35486
5062,1619,2248
5063,5938,3546
5064,5732,47266
5065,45,10203
5066,7094,94044
5067,43118,1608
5068,24130,61618
5069,16522,1463
5070,2089,48588
5071,19098,3546
5072,8715,5399
5073,13578,12200
5074,269259,114655
5075,6735,14260
5076,12412,15891
5077,51886,1649
5078,24130,12795
5079,67451,34053
5080,8278,442
5081,321975,74623
5082,41472,127475
5083,23164,20056
5084,39135,6965
5085,14722,15466
5086,17307,76737
5087,7945,6688
5088,45,6972
5089,10153,46388
5090,7094,16743
5091,119745,384040
5092,635542,179720
5093,47743,35976
5094,16052,12011
5095,14761,57001
5096,14519,25084
5097,11832,24778
5098,1726,35162
5099,10651,13510
5100,136711,168639
5101,407449,176041
5102,17326,30232
5103,7945,6688
5104,854,3546
5105,4304,67143
5106,5140,3684
5107,8246,20807
5108,69295,35508
5109,50801,5399
5110,58083,27871
5111,55045,56240
5112,54879,8567
5113,5750,25084
5114,12729,12754
5115,12412,29572
5116,45957,3138
5117,28884,36527
5118,1405,10070
5119,3144,36554
5120,31545,25084
5121,32385,26733
5122,13206,44987
5123,51446,71730
5124,69538,6396
5125,69538,34874
5126,19674,18969
5127,10423,5404
5128,1494,2610
5129,23987,395
5130,2656,9059
5131,11205,43896
5132,21244,51939
5133,67273,29572
5134,23270,25159
5135,88009,200443
5136,8904,90876
5137,29922,32973
5138,103579,44215
5139,854,563
5140,11130,2692
5141,12412,124408
5142,34653,11615
5143,96920,22247
5144,196551,179720
5145,247480,162064
5146,46208,8980
5147,1867,121493
5148,7094,18295
5149,53816,48250
5150,45,13892
5151,8233,69723
5152,16784,10741
5153,68780,28450
5154,64179,99385
5155,106514,61617
5156,26521,16025
5157,12412,27742
5158,293891,202062
5159,80270,3852
5160,57379,4298
5161,14494,4889
5162,185443,38530
5163,65672,9120
5164,21076,64369
5165,5013,8867
5166,262,100283
5167,8246,21456
5168,12412,27742
5169,14564,685
5170,11357,4202
5171,88348,140043
5172,7293,81085
5173,9423,2077
5174,356,5049
5175,8754,59826
5176,72536,34699
5177,945,65017
5178,50892,5436
5179,14610,56925
5180,2306,21507
5181,14596,27703
5182,186,32674
5183,5644,46130
5184,71711,28012
5185,16107,9019
5186,97766,19798
5187,88483,380074
5188,66185,20326
5189,24274,11352
5190,37322,15891
5191,11900,39325
5192,14734,10643
5193,12412,124076
5194,14547,2413
5195,101162,22842
5196,7905,47893
5197,41122,55460
5198,211235,157628
5199,24130,61618
5200,21681,199542
5201,37863,1979
5202,2676,10127
5203,5101,35818
5204,77618,90876
5205,12304,20405
5206,15381,18565
5207,14747,25497
5208,12910,11419
5209,2804,5186
5210,30822,25550
5211,9667,2094
5212,32667,29572
5213,46231,39668
5214,20678,29572
5215,17162,29572
5216,16734,40472
5217,25441,258166
5218,45,18959
5219,15059,29765
5220,14421,83460
5221,24932,4184
5222,136540,22190
5223,7595,38758
5224,5781,1867
5225,14999,75546
5226,15059,29765
5227,60948,32280
5228,152502,135259
5229,11598,17196
5230,4251,11695
5231,41969,4896
5232,61151,98018
5233,68876,241800
5234,6335,1810
5235,27642,9905
5236,7841,8758
5237,21681,15541
5238,13850,9146
5239,278699,76018
5240,1790,181024
5241,10550,22453
5242,15515,2692
5243,28091,9010
5244,1163,23548
5245,34878,21777
5246,70203,30786
5247,110905,58212
5248,45,11908
5249,133396,3726
5250,6970,12835
5251,131281,77962
5252,196551,450620
5253,252754,732219
5254,62906,15891
5255,22161,14604
5256,18243,36741
5257,10023,7449
5258,11334,1841
5259,7561,30171
5260,3220,30540
5261,2607,1255
5262,83150,39668
5263,208179,64745
